variant_group_id,question_id,detection_reason,review_status
vg_d6c7a5b1f833,150,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,151,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,152,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,153,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,154,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,155,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,156,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,157,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,158,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,159,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,161,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,162,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,163,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,164,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,165,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,166,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,167,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,174,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,175,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,179,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,180,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,181,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,182,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,183,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,184,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,185,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,186,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,187,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,188,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,189,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,190,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,191,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,192,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,193,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,194,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,195,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,196,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,197,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,199,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,203,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,204,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,205,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,206,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,207,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,209,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,210,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,211,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,212,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,213,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,214,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,215,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,216,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,217,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,218,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,219,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,220,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,221,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,222,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,223,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,224,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,229,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,230,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,231,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,244,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,245,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,246,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,247,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,829,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,897,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,898,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,899,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,900,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,901,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,902,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,903,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,904,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,905,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,906,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,907,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,908,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,909,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,910,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,914,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,926,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,933,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,946,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,953,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,977,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,989,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,997,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1011,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1016,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1034,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1041,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1049,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1073,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1103,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1131,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1149,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1166,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1191,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1220,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1239,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1273,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1274,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1279,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1282,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1292,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1296,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1310,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1319,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1321,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1322,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1323,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_d6c7a5b1f833,1324,exact_stem|normalised_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,23,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,24,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,29,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,30,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,31,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,32,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,33,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,34,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,35,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,36,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,37,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,38,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,39,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,40,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,41,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,42,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,43,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,44,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,45,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,46,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,47,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,48,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,49,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,50,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,51,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,52,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,55,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,56,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,57,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,65,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,77,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,86,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,87,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,89,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,91,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,92,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,93,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,94,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,95,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,96,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,97,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,100,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,101,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,102,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,103,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,104,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,105,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,106,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,107,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,108,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,109,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,110,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,111,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,112,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,113,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,116,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,117,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,133,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,135,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,136,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,137,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,138,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,139,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,140,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,141,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,142,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,143,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,144,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,145,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,146,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,147,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,148,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,149,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,150,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,151,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,152,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,153,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,154,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,155,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,156,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,157,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,158,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,159,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,161,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,162,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,163,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,164,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,165,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,166,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,167,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,174,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,175,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,179,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,180,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,181,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,182,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,183,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,184,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,185,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,186,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,187,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,188,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,189,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,190,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,191,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,192,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,193,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,194,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,195,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,196,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,197,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,199,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,203,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,204,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,205,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,206,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,207,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,209,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,210,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,211,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,212,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,213,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,214,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,215,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,216,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,217,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,218,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,219,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,220,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,221,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,222,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,223,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,224,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,226,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,227,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,229,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,230,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,231,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,244,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,245,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,246,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,247,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,829,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,897,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,898,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,899,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,900,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,901,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,902,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,903,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,904,near_duplicate_stem,legitimate_visual_scenario_collection
vg_408586eeabd2,905,near_duplicate_stem,legitimate_visual_scenario_collection
