variant_group_id,canonical_question_id,question_id,duplicate_reason,review_status,answer_variant_candidates,conflicting_correct_answers
vg_f549c76187f8,126,241,near_duplicate_stem,answer_variant_review,true,false
vg_f549c76187f8,126,342,near_duplicate_stem,answer_variant_review,true,false
vg_f549c76187f8,126,927,near_duplicate_stem,answer_variant_review,true,false
vg_f549c76187f8,126,1200,near_duplicate_stem,answer_variant_review,true,false
vg_f549c76187f8,126,1201,near_duplicate_stem,answer_variant_review,true,false
vg_f549c76187f8,126,1202,near_duplicate_stem,answer_variant_review,true,false
vg_fe738827d09a,131,131,normalised_stem,answer_variant_review,true,false
vg_fe738827d09a,131,974,normalised_stem,answer_variant_review,true,false
vg_6b5a35a5477a,132,132,exact_stem|normalised_stem,needs_review,false,false
vg_6b5a35a5477a,132,817,exact_stem|normalised_stem,needs_review,false,false
vg_33236a4d0211,133,133,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_33236a4d0211,133,140,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_368ab91a0619,136,136,same_question_answers_reordered,needs_review,false,false
vg_368ab91a0619,136,143,same_question_answers_reordered,needs_review,false,false
vg_b7583ed43832,138,138,same_question_answers_reordered,needs_review,false,false
vg_b7583ed43832,138,211,same_question_answers_reordered,needs_review,false,false
vg_447097bdaf8a,144,144,same_question_answers_reordered,needs_review,false,false
vg_447097bdaf8a,144,147,same_question_answers_reordered,needs_review,false,false
vg_3b0d0a69af9b,160,160,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,232,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,233,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,234,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,235,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,911,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,912,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,913,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,915,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,916,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b0d0a69af9b,160,917,exact_stem|normalised_stem,answer_variant_review,true,false
vg_d45488b68528,165,165,same_image_repeated_question,answer_variant_review,true,false
vg_d45488b68528,165,166,same_image_repeated_question,answer_variant_review,true,false
vg_418671e97c9f,177,177,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_418671e97c9f,177,239,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_1f0c3559c4bb,198,198,exact_stem|normalised_stem,answer_variant_review,true,false
vg_1f0c3559c4bb,198,521,exact_stem|normalised_stem,answer_variant_review,true,false
vg_fd5c4ab8201d,242,242,exact_stem|normalised_stem,needs_review,false,false
vg_fd5c4ab8201d,242,816,exact_stem|normalised_stem,needs_review,false,false
vg_9a960edf8552,242,242,near_duplicate_stem,needs_review,false,false
vg_9a960edf8552,242,243,near_duplicate_stem,needs_review,false,false
vg_9a960edf8552,242,815,near_duplicate_stem,needs_review,false,false
vg_9a960edf8552,242,816,near_duplicate_stem,needs_review,false,false
vg_9a960edf8552,242,968,near_duplicate_stem,needs_review,false,false
vg_3312482773fd,248,248,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,249,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,250,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,251,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,252,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,716,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,718,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,719,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3312482773fd,248,720,exact_stem|normalised_stem,answer_variant_review,true,false
vg_848342a64b06,248,248,same_image_repeated_question,answer_variant_review,true,false
vg_848342a64b06,248,249,same_image_repeated_question,answer_variant_review,true,false
vg_848342a64b06,248,250,same_image_repeated_question,answer_variant_review,true,false
vg_848342a64b06,248,251,same_image_repeated_question,answer_variant_review,true,false
vg_848342a64b06,248,252,same_image_repeated_question,answer_variant_review,true,false
vg_c799c4f6d6fd,256,256,exact_stem|normalised_stem,needs_review,false,false
vg_c799c4f6d6fd,256,844,exact_stem|normalised_stem,needs_review,false,false
vg_c799c4f6d6fd,256,1295,exact_stem|normalised_stem,needs_review,false,false
vg_6b0704decd3e,256,256,same_question_answers_reordered,needs_review,false,false
vg_6b0704decd3e,256,844,same_question_answers_reordered,needs_review,false,false
vg_efb09f2db35c,257,257,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_efb09f2db35c,257,861,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_e3a49b935144,258,258,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_e3a49b935144,258,334,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_e3a49b935144,258,892,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_6aee662ff433,262,262,exact_stem|normalised_stem,answer_variant_review,true,false
vg_6aee662ff433,262,1178,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3596274283bf,263,263,exact_stem|normalised_stem,needs_review,false,false
vg_3596274283bf,263,538,exact_stem|normalised_stem,needs_review,false,false
vg_c7aa38b871eb,266,266,exact_stem|normalised_stem,answer_variant_review,true,false
vg_c7aa38b871eb,266,1183,exact_stem|normalised_stem,answer_variant_review,true,false
vg_6ebb40c5e62b,267,267,near_duplicate_stem,needs_review,false,false
vg_6ebb40c5e62b,267,1188,near_duplicate_stem,needs_review,false,false
vg_4aa5ff8666cf,268,268,exact_stem|normalised_stem|same_image_repeated_question,answer_variant_review,true,false
vg_4aa5ff8666cf,268,987,exact_stem|normalised_stem|same_image_repeated_question,answer_variant_review,true,false
vg_d445c5799a7f,269,269,exact_stem|normalised_stem,answer_variant_review,true,false
vg_d445c5799a7f,269,1189,exact_stem|normalised_stem,answer_variant_review,true,false
vg_f08e5077b26a,270,270,normalised_stem,needs_review,false,false
vg_f08e5077b26a,270,1192,normalised_stem,needs_review,false,false
vg_62c1e9b5f54c,272,272,near_duplicate_stem,needs_review,false,false
vg_62c1e9b5f54c,272,553,near_duplicate_stem,needs_review,false,false
vg_86653f03481c,273,273,exact_stem|normalised_stem,answer_variant_review,true,false
vg_86653f03481c,273,1193,exact_stem|normalised_stem,answer_variant_review,true,false
vg_4c4d9749624d,274,274,exact_stem|normalised_stem,answer_variant_review,true,false
vg_4c4d9749624d,274,1194,exact_stem|normalised_stem,answer_variant_review,true,false
vg_88c761656d3f,276,276,normalised_stem,answer_variant_review,true,false
vg_88c761656d3f,276,1195,normalised_stem,answer_variant_review,true,false
vg_70b6d46be9e7,277,277,near_duplicate_stem,needs_review,false,false
vg_70b6d46be9e7,277,1196,near_duplicate_stem,needs_review,false,false
vg_10919d33f0ff,278,278,near_duplicate_stem,needs_review,false,false
vg_10919d33f0ff,278,1197,near_duplicate_stem,needs_review,false,false
vg_591bdc1d48c3,279,279,near_duplicate_stem,needs_review,false,false
vg_591bdc1d48c3,279,858,near_duplicate_stem,needs_review,false,false
vg_85cc3f018a04,280,280,exact_stem|normalised_stem,answer_variant_review,true,false
vg_85cc3f018a04,280,1199,exact_stem|normalised_stem,answer_variant_review,true,false
vg_22e98c6c7685,281,281,near_duplicate_stem,needs_review,false,false
vg_22e98c6c7685,281,282,near_duplicate_stem,needs_review,false,false
vg_63307cc78de0,283,283,near_duplicate_stem,needs_review,false,false
vg_63307cc78de0,283,1204,near_duplicate_stem,needs_review,false,false
vg_8432d0a5fe1e,292,292,near_duplicate_stem,needs_review,false,false
vg_8432d0a5fe1e,292,1227,near_duplicate_stem,needs_review,false,false
vg_5c44966b6c7f,293,293,exact_stem|normalised_stem,answer_variant_review,true,false
vg_5c44966b6c7f,293,1228,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3ae05fb7df28,293,293,near_duplicate_stem,answer_variant_review,true,false
vg_3ae05fb7df28,293,1228,near_duplicate_stem,answer_variant_review,true,false
vg_3ae05fb7df28,293,1242,near_duplicate_stem,answer_variant_review,true,false
vg_a05e3dd45bdf,296,296,near_duplicate_stem,needs_review,false,false
vg_a05e3dd45bdf,296,1230,near_duplicate_stem,needs_review,false,false
vg_64229fd2fb70,299,299,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_64229fd2fb70,299,569,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_667b9873ca10,300,300,exact_stem|normalised_stem,needs_review,false,false
vg_667b9873ca10,300,356,exact_stem|normalised_stem,needs_review,false,false
vg_a99da8af234b,301,301,exact_stem|normalised_stem,answer_variant_review,true,false
vg_a99da8af234b,301,1198,exact_stem|normalised_stem,answer_variant_review,true,false
vg_aeca9de65171,302,302,exact_stem|normalised_stem,answer_variant_review,true,false
vg_aeca9de65171,302,335,exact_stem|normalised_stem,answer_variant_review,true,false
vg_aeca9de65171,302,1256,exact_stem|normalised_stem,answer_variant_review,true,false
vg_be1dae126968,302,302,same_question_answers_reordered,needs_review,false,false
vg_be1dae126968,302,335,same_question_answers_reordered,needs_review,false,false
vg_5bdfb4f213d8,303,303,normalised_stem,needs_review,false,false
vg_5bdfb4f213d8,303,681,normalised_stem,needs_review,false,false
vg_8273348f9898,304,304,exact_stem|normalised_stem,answer_variant_review,true,false
vg_8273348f9898,304,1259,exact_stem|normalised_stem,answer_variant_review,true,false
vg_e6fb94495376,304,304,near_duplicate_stem,answer_variant_review,true,false
vg_e6fb94495376,304,332,near_duplicate_stem,answer_variant_review,true,false
vg_e6fb94495376,304,1259,near_duplicate_stem,answer_variant_review,true,false
vg_f4be539386f5,306,306,exact_stem|normalised_stem,needs_review,false,false
vg_f4be539386f5,306,570,exact_stem|normalised_stem,needs_review,false,false
vg_a012907e12fd,309,309,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_a012907e12fd,309,338,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_26427cdd012b,311,311,exact_stem|normalised_stem,answer_variant_review,true,false
vg_26427cdd012b,311,312,exact_stem|normalised_stem,answer_variant_review,true,false
vg_e7be83b6b85a,311,311,near_duplicate_stem,answer_variant_review,true,false
vg_e7be83b6b85a,311,312,near_duplicate_stem,answer_variant_review,true,false
vg_e7be83b6b85a,311,729,near_duplicate_stem,answer_variant_review,true,false
vg_e7be83b6b85a,311,1287,near_duplicate_stem,answer_variant_review,true,false
vg_a3e62e38d2aa,314,314,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_a3e62e38d2aa,314,840,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_7e50af61b5a4,314,314,near_duplicate_stem,answer_variant_review,true,false
vg_7e50af61b5a4,314,315,near_duplicate_stem,answer_variant_review,true,false
vg_7e50af61b5a4,314,316,near_duplicate_stem,answer_variant_review,true,false
vg_7e50af61b5a4,314,840,near_duplicate_stem,answer_variant_review,true,false
vg_7e50af61b5a4,314,1293,near_duplicate_stem,answer_variant_review,true,false
vg_75c913770ff9,315,315,exact_stem,answer_variant_review,true,false
vg_75c913770ff9,315,316,exact_stem,answer_variant_review,true,false
vg_f167185eb827,315,315,normalised_stem,answer_variant_review,true,false
vg_f167185eb827,315,316,normalised_stem,answer_variant_review,true,false
vg_f167185eb827,315,1293,normalised_stem,answer_variant_review,true,false
vg_a13b1557c955,317,317,exact_stem|normalised_stem,needs_review,false,false
vg_a13b1557c955,317,367,exact_stem|normalised_stem,needs_review,false,false
vg_a13b1557c955,317,413,exact_stem|normalised_stem,needs_review,false,false
vg_000b854e7aa5,318,318,near_duplicate_stem,needs_review,false,false
vg_000b854e7aa5,318,1294,near_duplicate_stem,needs_review,false,false
vg_d0a2b8eeb522,319,319,near_duplicate_stem,needs_review,false,false
vg_d0a2b8eeb522,319,837,near_duplicate_stem,needs_review,false,false
vg_b407e190032b,321,321,exact_stem|normalised_stem,answer_variant_review,true,false
vg_b407e190032b,321,859,exact_stem|normalised_stem,answer_variant_review,true,false
vg_44f7eeb56f53,322,322,exact_stem|normalised_stem,answer_variant_review,true,false
vg_44f7eeb56f53,322,331,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3c14c5a9eec2,324,324,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3c14c5a9eec2,324,786,exact_stem|normalised_stem,answer_variant_review,true,false
vg_16b7fe69a5ef,324,324,near_duplicate_stem,answer_variant_review,true,false
vg_16b7fe69a5ef,324,325,near_duplicate_stem,answer_variant_review,true,false
vg_16b7fe69a5ef,324,786,near_duplicate_stem,answer_variant_review,true,false
vg_16b7fe69a5ef,324,1307,near_duplicate_stem,answer_variant_review,true,false
vg_32040bca4627,325,325,exact_stem|normalised_stem,needs_review,false,false
vg_32040bca4627,325,1307,exact_stem|normalised_stem,needs_review,false,false
vg_9428dd35201b,330,330,exact_stem|normalised_stem,answer_variant_review,true,false
vg_9428dd35201b,330,767,exact_stem|normalised_stem,answer_variant_review,true,false
vg_9428dd35201b,330,801,exact_stem|normalised_stem,answer_variant_review,true,false
vg_da5a0381b398,330,330,near_duplicate_stem,answer_variant_review,true,false
vg_da5a0381b398,330,767,near_duplicate_stem,answer_variant_review,true,false
vg_da5a0381b398,330,801,near_duplicate_stem,answer_variant_review,true,false
vg_da5a0381b398,330,1252,near_duplicate_stem,answer_variant_review,true,false
vg_5f8c6231891b,342,342,exact_stem|normalised_stem,answer_variant_review,true,false
vg_5f8c6231891b,342,1200,exact_stem|normalised_stem,answer_variant_review,true,false
vg_5f8c6231891b,342,1201,exact_stem|normalised_stem,answer_variant_review,true,false
vg_5f8c6231891b,342,1202,exact_stem|normalised_stem,answer_variant_review,true,false
vg_cd025efb75d3,343,343,exact_stem|normalised_stem,needs_review,false,false
vg_cd025efb75d3,343,386,exact_stem|normalised_stem,needs_review,false,false
vg_ef73ba024540,344,344,exact_stem|normalised_stem,needs_review,false,false
vg_ef73ba024540,344,387,exact_stem|normalised_stem,needs_review,false,false
vg_af9e13833fd8,345,345,exact_stem|normalised_stem,answer_variant_review,true,false
vg_af9e13833fd8,345,388,exact_stem|normalised_stem,answer_variant_review,true,false
vg_024b4004ba10,346,346,exact_stem|normalised_stem,needs_review,false,false
vg_024b4004ba10,346,1000,exact_stem|normalised_stem,needs_review,false,false
vg_59d2a920f096,347,347,exact_stem|normalised_stem,answer_variant_review,true,false
vg_59d2a920f096,347,1001,exact_stem|normalised_stem,answer_variant_review,true,false
vg_eafebc68f2b2,348,348,exact_stem|normalised_stem,answer_variant_review,true,false
vg_eafebc68f2b2,348,1002,exact_stem|normalised_stem,answer_variant_review,true,false
vg_bfe94088e1c4,350,350,exact_stem|normalised_stem,needs_review,false,false
vg_bfe94088e1c4,350,1003,exact_stem|normalised_stem,needs_review,false,false
vg_250c475d4ed8,352,352,exact_stem|normalised_stem,answer_variant_review,true,false
vg_250c475d4ed8,352,1006,exact_stem|normalised_stem,answer_variant_review,true,false
vg_1954c4623b44,353,353,exact_stem|normalised_stem,answer_variant_review,true,false
vg_1954c4623b44,353,1007,exact_stem|normalised_stem,answer_variant_review,true,false
vg_afb24a910455,354,354,exact_stem|normalised_stem,answer_variant_review,true,false
vg_afb24a910455,354,1008,exact_stem|normalised_stem,answer_variant_review,true,false
vg_6260847ad638,358,358,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_6260847ad638,358,820,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_49247293573b,360,360,near_duplicate_stem,needs_review,false,false
vg_49247293573b,360,402,near_duplicate_stem,needs_review,false,false
vg_2caf14744c6c,362,362,near_duplicate_stem,needs_review,false,false
vg_2caf14744c6c,362,404,near_duplicate_stem,needs_review,false,false
vg_2caf14744c6c,362,443,near_duplicate_stem,needs_review,false,false
vg_28608e221367,363,363,exact_stem|normalised_stem,answer_variant_review,true,false
vg_28608e221367,363,405,exact_stem|normalised_stem,answer_variant_review,true,false
vg_1acd80dd1de9,365,365,exact_stem|normalised_stem,answer_variant_review,true,false
vg_1acd80dd1de9,365,408,exact_stem|normalised_stem,answer_variant_review,true,false
vg_1acd80dd1de9,365,436,exact_stem|normalised_stem,answer_variant_review,true,false
vg_5e945d795cd0,367,367,same_question_answers_reordered,needs_review,false,false
vg_5e945d795cd0,367,413,same_question_answers_reordered,needs_review,false,false
vg_e690597e4266,369,369,exact_stem|normalised_stem,answer_variant_review,true,false
vg_e690597e4266,369,414,exact_stem|normalised_stem,answer_variant_review,true,false
vg_e690597e4266,369,823,exact_stem|normalised_stem,answer_variant_review,true,false
vg_a80a2fe28fb9,369,369,same_question_answers_reordered,needs_review,false,false
vg_a80a2fe28fb9,369,414,same_question_answers_reordered,needs_review,false,false
vg_26e50eebaf64,370,370,near_duplicate_stem,needs_review,false,false
vg_26e50eebaf64,370,371,near_duplicate_stem,needs_review,false,false
vg_26e50eebaf64,370,999,near_duplicate_stem,needs_review,false,false
vg_5ceb76275317,372,372,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_5ceb76275317,372,564,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_7acba343d52b,373,373,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_7acba343d52b,373,417,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_8045c3f53700,374,374,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_8045c3f53700,374,567,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_29662c4dd49b,375,375,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_29662c4dd49b,375,419,exact_stem|normalised_stem|same_question_answers_reordered,needs_review,false,false
vg_caf80b11df79,375,375,near_duplicate_stem,needs_review,false,false
vg_caf80b11df79,375,419,near_duplicate_stem,needs_review,false,false
vg_caf80b11df79,375,1027,near_duplicate_stem,needs_review,false,false
vg_3b8a379624a9,376,376,exact_stem|normalised_stem,answer_variant_review,true,false
vg_3b8a379624a9,376,1028,exact_stem|normalised_stem,answer_variant_review,true,false
vg_c5f1081bfaec,379,379,exact_stem|normalised_stem,answer_variant_review,true,false
vg_c5f1081bfaec,379,1029,exact_stem|normalised_stem,answer_variant_review,true,false
vg_b09fa82da05f,381,381,exact_stem|normalised_stem,answer_variant_review,true,false
vg_b09fa82da05f,381,1031,exact_stem|normalised_stem,answer_variant_review,true,false
