variant_group_id,canonical_question_id,question_id,correct_index,correct_answer,review_status
vg_a9f050c35cf9,23,140,3,Yield to traffic on the major road.,conflict_queue
vg_a9f050c35cf9,23,141,0,No entry ahead.,conflict_queue
vg_a9f050c35cf9,23,142,0,No right turn.,conflict_queue
vg_a9f050c35cf9,23,143,1,Turn right only.,conflict_queue
vg_a9f050c35cf9,23,144,2,U-turn not permitted.,conflict_queue
vg_a9f050c35cf9,23,145,3,Maximum speed is is 30 km/h.,conflict_queue
vg_a9f050c35cf9,23,146,1,Maximum speed is 50 km/h.,conflict_queue
vg_a9f050c35cf9,23,147,2,U-turn not permitted.,conflict_queue
vg_a9f050c35cf9,23,148,0,Maximum speed is 80 km/h.,conflict_queue
vg_a9f050c35cf9,23,149,1,Maximum speed is 100 km/h.,conflict_queue
vg_a9f050c35cf9,23,150,2,Maximum speed is 120 km/h.,conflict_queue
vg_a9f050c35cf9,23,151,1,Parking permitted during the times shown.,conflict_queue
vg_a9f050c35cf9,23,152,1,Clearway - no stopping or parking during the times shown.,conflict_queue
vg_a9f050c35cf9,23,153,3,Disc parking operates during the time shown.,conflict_queue
vg_a9f050c35cf9,23,154,1,Designated rank for taxis.,conflict_queue
vg_a9f050c35cf9,23,155,2,Start of cycle track.,conflict_queue
vg_a9f050c35cf9,23,156,3,Accompanied horses and ponies ahead.,conflict_queue
vg_a9f050c35cf9,23,157,1,Pedestrian crossing ahead.,conflict_queue
vg_a9f050c35cf9,23,158,3,200 metres to the next exit.,conflict_queue
vg_a9f050c35cf9,23,159,2,Start of central reserve or obstruction.,conflict_queue
vg_a9f050c35cf9,23,161,2,With-flow bus and cycle lane ahead on left.,conflict_queue
vg_a9f050c35cf9,23,162,2,With-flow bus and cycle lane on left.,conflict_queue
vg_a9f050c35cf9,23,163,1,Bus and cycle lane ahead on right.,conflict_queue
vg_a9f050c35cf9,23,164,2,With-flow bus lane on the right.,conflict_queue
vg_a9f050c35cf9,23,165,1,Contra-flow bus lane on the right.,conflict_queue
vg_a9f050c35cf9,23,166,0,Contra-flow bus lane.,conflict_queue
vg_a9f050c35cf9,23,167,1,Tram lane on right.,conflict_queue
vg_a9f050c35cf9,23,174,2,Crossroads with dual carriageway ahead.,conflict_queue
vg_a9f050c35cf9,23,175,3,T-junction with dual carriageway ahead.,conflict_queue
vg_a9f050c35cf9,23,179,3,Mini-roundabout ahead.,conflict_queue
vg_a9f050c35cf9,23,180,2,Dangerous corner ahead.,conflict_queue
vg_a9f050c35cf9,23,181,2,Dangerous bend ahead.,conflict_queue
vg_a9f050c35cf9,23,182,0,Series of dangerous corners ahead.,conflict_queue
vg_a9f050c35cf9,23,183,3,Series of dangerous bends ahead.,conflict_queue
vg_a9f050c35cf9,23,184,3,Sharp change of direction to the right.,conflict_queue
vg_a9f050c35cf9,23,185,0,Road narrows on the left.,conflict_queue
vg_a9f050c35cf9,23,186,2,Road narrows on both sides.,conflict_queue
vg_a9f050c35cf9,23,187,3,Road divides ahead.,conflict_queue
vg_a9f050c35cf9,23,188,3,Two-way traffic ahead.,conflict_queue
vg_a9f050c35cf9,23,189,3,Steep descent ahead.,conflict_queue
vg_a9f050c35cf9,23,190,0,Steep ascent ahead.,conflict_queue
vg_a9f050c35cf9,23,191,1,Low bridge up ahead.,conflict_queue
vg_a9f050c35cf9,23,192,2,Level crossing ahead protected by lights and barriers.,conflict_queue
vg_a9f050c35cf9,23,193,3,Automatic level crossing ahead.,conflict_queue
vg_a9f050c35cf9,23,194,2,Sharp depression or dip ahead.,conflict_queue
vg_a9f050c35cf9,23,195,2,Series of bumps or hollows ahead.,conflict_queue
vg_a9f050c35cf9,23,196,1,Slippery road ahead.,conflict_queue
vg_a9f050c35cf9,23,197,3,"Unprotected quay, canal or river ahead.",conflict_queue
vg_a9f050c35cf9,23,199,2,School ahead.,conflict_queue
vg_a9f050c35cf9,23,203,3,Possibility of cattle or farm animals ahead.,conflict_queue
vg_a9f050c35cf9,23,204,2,Possibility of sheep ahead.,conflict_queue
vg_a9f050c35cf9,23,205,2,Deer or wild animals ahead.,conflict_queue
vg_a9f050c35cf9,23,206,2,Crosswinds ahead.,conflict_queue
vg_a9f050c35cf9,23,207,3,Tunnel ahead.,conflict_queue
vg_a9f050c35cf9,23,209,1,Possibility of low flying aircraft.,conflict_queue
vg_a9f050c35cf9,23,210,1,A driver must drive on the left-hand side.,conflict_queue
vg_a9f050c35cf9,23,211,2,Tramway crossing ahead.,conflict_queue
vg_a9f050c35cf9,23,212,3,Entry to motorway.,conflict_queue
vg_a9f050c35cf9,23,213,2,Motorway ends 500 metres ahead.,conflict_queue
vg_a9f050c35cf9,23,214,3,End of motorway.,conflict_queue
vg_a9f050c35cf9,23,215,2,Roadworks ahead.,conflict_queue
vg_a9f050c35cf9,23,216,0,Slippery road.,conflict_queue
vg_a9f050c35cf9,23,217,0,Road narrows from left.,conflict_queue
vg_a9f050c35cf9,23,218,1,Road narrows from right.,conflict_queue
vg_a9f050c35cf9,23,219,2,Road narrows on both sides.,conflict_queue
vg_a9f050c35cf9,23,220,3,Flagman ahead.,conflict_queue
vg_a9f050c35cf9,23,221,1,Temporary traffic signals ahead.,conflict_queue
vg_a9f050c35cf9,23,222,3,Two-way traffic.,conflict_queue
vg_a9f050c35cf9,23,223,1,Nearside lane of two closed.,conflict_queue
vg_a9f050c35cf9,23,224,0,Nearside lane of three closed.,conflict_queue
vg_a9f050c35cf9,23,226,0,Proceed with caution.,conflict_queue
vg_a9f050c35cf9,23,227,2,Stop before or at the sign.,conflict_queue
vg_a9f050c35cf9,23,229,2,Traffic should cross back to the left-hand lane ahead.,conflict_queue
vg_a9f050c35cf9,23,230,0,Traffic should cross out to the right-hand lane ahead.,conflict_queue
vg_a9f050c35cf9,23,231,1,End of central reserve or obstruction.,conflict_queue
vg_a9f050c35cf9,23,244,1,Parking permitted during the times shown.,conflict_queue
vg_a9f050c35cf9,23,245,2,Clearway - no stopping or parking during the times shown.,conflict_queue
vg_a9f050c35cf9,23,246,2,Staggered crossroads ahead with roads of equal importance.,conflict_queue
vg_a9f050c35cf9,23,247,0,Dual carriageway ends.,conflict_queue
vg_a9f050c35cf9,23,829,1,Crossroads ahead with roads of equal importance.,conflict_queue
vg_a9f050c35cf9,23,897,2,"Tram track, cyclists beware.",conflict_queue
vg_a9f050c35cf9,23,898,0,Two hundred meters to the next exit.,conflict_queue
vg_a9f050c35cf9,23,899,0,One hundred meters to the next exit.,conflict_queue
vg_a9f050c35cf9,23,900,3,Uneven surface ahead.,conflict_queue
vg_a9f050c35cf9,23,901,2,Keep Left.,conflict_queue
vg_a9f050c35cf9,23,902,0,Loose chippings on road.,conflict_queue
vg_a9f050c35cf9,23,903,1,Offside lane closed ahead.,conflict_queue
vg_a9f050c35cf9,23,904,3,Traffic queses likely ahead.,conflict_queue
vg_a9f050c35cf9,23,905,2,Uneven surface.,conflict_queue
vg_a9f050c35cf9,23,906,3,Obstruction between lanes ahead.,conflict_queue
vg_a9f050c35cf9,23,907,0,Pedestrians cross to the right.,conflict_queue
vg_a9f050c35cf9,23,908,0,Traffic must cross over to left-hand lane.,conflict_queue
vg_a9f050c35cf9,23,909,3,Traffic must cross over to the right-hand lane.,conflict_queue
vg_a9f050c35cf9,23,910,2,Pass either side.,conflict_queue
vg_a9f050c35cf9,23,914,2,No entry.,conflict_queue
vg_a9f050c35cf9,23,926,3,No left turn.,conflict_queue
vg_a9f050c35cf9,23,933,0,Maximum speed is 30 km/h.,conflict_queue
vg_a9f050c35cf9,23,946,3,Maximum speed is 60 km/h.,conflict_queue
vg_a9f050c35cf9,23,953,0,Maximum speed is 80km/h.,conflict_queue
vg_a9f050c35cf9,23,977,1,Parking prohibited.,conflict_queue
vg_a9f050c35cf9,23,989,0,Disc parking operates during the times shown.,conflict_queue
vg_a9f050c35cf9,23,997,0,Appointed rank for taxis.,conflict_queue
vg_a9f050c35cf9,23,1011,2,Shared cycle/pedestrian track.,conflict_queue
vg_a9f050c35cf9,23,1016,0,Stop for school warden.,conflict_queue
vg_a9f050c35cf9,23,1034,0,Vehicles weight restriction is 10 tonnes.,conflict_queue
vg_a9f050c35cf9,23,1041,0,No entry to goods vehicles with five axles or more.,conflict_queue
vg_a9f050c35cf9,23,1049,0,Maximum permitted height of vehicle is figure indicated.,conflict_queue
vg_a9f050c35cf9,23,1073,0,With-flow' bus lane ahead on your left.,conflict_queue
vg_a9f050c35cf9,23,1103,2,'Contra-flow' bus lane ahead.,conflict_queue
vg_a9f050c35cf9,23,1131,2,Main roads bears to the left.,conflict_queue
vg_a9f050c35cf9,23,1148,1,Yield to traffic coming from the right.,conflict_queue
vg_a9f050c35cf9,23,1149,0,T-junction ahead with roads of equal importance.,conflict_queue
vg_a9f050c35cf9,23,1166,0,Major road ahead.,conflict_queue
vg_a9f050c35cf9,23,1191,0,T-junction with dual-carriage way ahead.,conflict_queue
vg_a9f050c35cf9,23,1220,0,Straight ahead only.,conflict_queue
vg_a9f050c35cf9,23,1239,3,Sharp change of direction ahead.,conflict_queue
vg_a9f050c35cf9,23,1273,3,Turn Left Only.,conflict_queue
vg_a9f050c35cf9,23,1274,1,Sharp descent ahead.,conflict_queue
vg_a9f050c35cf9,23,1279,0,Sharp ascent ahead.,conflict_queue
vg_a9f050c35cf9,23,1282,3,Restricted headroom up ahead.,conflict_queue
vg_a9f050c35cf9,23,1292,0,Level crossing ahead unguarded by gates or barriers.,conflict_queue
vg_a9f050c35cf9,23,1296,3,Level crossing ahead with lights and barriers.,conflict_queue
vg_a9f050c35cf9,23,1310,3,"Sharp rise in the road ahead - for example, a hump-back bridge.",conflict_queue
vg_a9f050c35cf9,23,1319,3,Slippery stretch of road ahead.,conflict_queue
vg_a9f050c35cf9,23,1321,1,Turn left ahead.,conflict_queue
vg_a9f050c35cf9,23,1322,1,Possibility of deer or wild animals up ahead.,conflict_queue
vg_a9f050c35cf9,23,1323,2,Crosswinds.,conflict_queue
vg_a9f050c35cf9,23,1324,1,Danger of falling rocks ahead.,conflict_queue
vg_49170ced747f,28,28,2,Pedestrianised street ahead - traffic not allowed except during times shown.,conflict_queue
vg_49170ced747f,28,202,1,Beware of children crossing.,conflict_queue
vg_49170ced747f,28,228,3,End of detour.,conflict_queue
vg_49170ced747f,28,970,0,Parking permitted at times shown.,conflict_queue
vg_49170ced747f,28,1004,3,Start of cycle track.,conflict_queue
vg_49170ced747f,28,1020,2,Pedestrianised street ahead - traffic not allowed except during times shown.,conflict_queue
vg_49170ced747f,28,1062,0,"Only buses, cyclists and taxis are allowed to use the lane during the hours indicated.",conflict_queue
vg_8c534e03d47e,53,53,2,At all times when the vehicle is on a public road.,conflict_queue
vg_8c534e03d47e,53,200,0,At all times when the vehicle is on a public road.,conflict_queue
vg_8c534e03d47e,53,1169,0,At all times.,conflict_queue
vg_6fae5c144abf,58,58,3,They should not drive until their insurance company confirms that they are insured.,conflict_queue
vg_6fae5c144abf,58,1174,0,They should not drive until cover is confirmed by their insurance company.,conflict_queue
vg_67bc9b61d30d,73,73,3,Only when the passenger also holds a Category W driving licence and the vehicle is designed to carry a passenger.,conflict_queue
vg_67bc9b61d30d,73,1281,2,Only when the passenger also holds a Category W driving licence and the vehicle is designed to take a passenger.,conflict_queue
vg_1e8c1b54278b,76,76,1,When it would be unsafe to do so.,conflict_queue
vg_1e8c1b54278b,76,168,1,"When by doing so, your vehicle blocks the junction.",conflict_queue
vg_c3f70be7a915,78,78,2,Stop at the line.,conflict_queue
vg_c3f70be7a915,78,79,1,Stop at the sign.,conflict_queue
vg_0b66157e84b7,84,84,1,Parking is never permitted on the brow of a hill.,conflict_queue
vg_0b66157e84b7,84,935,3,Parking on the brow of a hill is never allowed.,conflict_queue
vg_e49adb6849f1,99,99,2,A driver may turn left but must yield to traffic on the other road.,conflict_queue
vg_e49adb6849f1,99,169,0,A driver may turn left but yield to traffic on the other road.,conflict_queue
vg_74f1a1456e19,114,114,3,The Garda is beckoning on traffic approaching from either side.,conflict_queue
vg_74f1a1456e19,114,115,1,Traffic approaching from the front may proceed.,conflict_queue
vg_74f1a1456e19,114,918,0,Stop if approaching from the front.,conflict_queue
vg_74f1a1456e19,114,919,0,Stop if approaching from behind.,conflict_queue
vg_74f1a1456e19,114,920,3,Stop if approaching from either the front or behind.,conflict_queue
vg_7c760859242d,118,118,3,No parking in this area.,conflict_queue
vg_7c760859242d,118,120,1,A driver must not cross the broken white line unless it is safe to do so.,conflict_queue
vg_7c760859242d,118,123,3,Parking prohibited at all times.,conflict_queue
vg_7c760859242d,118,124,0,Drivers must keep left of the continuous white line.,conflict_queue
vg_7c760859242d,118,176,1,A driver must not cross the broken white line unless it is safe to do so.,conflict_queue
vg_7c760859242d,118,236,1,"Traffic must not enter unless they can clear the box junction without stopping, or when turning right.",conflict_queue
vg_7c760859242d,118,237,3,All traffic must keep to the left of the white line.,conflict_queue
vg_7c760859242d,118,240,3,No entry.,conflict_queue
vg_7c760859242d,118,824,0,Drivers must keep left of the continuous white line.,conflict_queue
vg_7c760859242d,118,922,3,A driver must not enter unless turning right or the exit is clear.,conflict_queue
vg_7c760859242d,118,923,1,A driver must not cross the line.,conflict_queue
vg_7c760859242d,118,925,2,Continuous white line lies ahead.,conflict_queue
vg_ef916bd66d7c,119,119,1,Parking not allowed at the times shown.,conflict_queue
vg_ef916bd66d7c,119,238,0,Parking not allowed at the times and days shown.,conflict_queue
vg_a8e259919352,121,121,3,A driver may overtake if it is safe to do so.,conflict_queue
vg_a8e259919352,121,122,3,A driver may not cross the lines to overtake.,conflict_queue
vg_a8e259919352,121,178,0,A driver may overtake if it is safe to do so.,conflict_queue
vg_c31012e638eb,126,126,1,"Stop, unless it is unsafe to do so.",conflict_queue
vg_c31012e638eb,126,127,0,The driver may proceed in the direction of the green arrow if the way is clear.,conflict_queue
vg_c31012e638eb,126,128,2,Traffic must stop at the traffic light.,conflict_queue
vg_c31012e638eb,126,129,3,Traffic may proceed if the way is clear.,conflict_queue
vg_c31012e638eb,126,241,1,Traffic turning left may proceed if the way is clear.,conflict_queue
vg_c31012e638eb,126,342,1,The battery is not charging.,conflict_queue
vg_c31012e638eb,126,927,0,"Stop, unless it would be unsafe to do so.",conflict_queue
vg_c31012e638eb,126,1200,3,The high-beam headlights are switched on.,conflict_queue
vg_c31012e638eb,126,1201,0,Low oil level.,conflict_queue
vg_c31012e638eb,126,1202,1,Directional indicator on.,conflict_queue
vg_37c7dde2df95,131,131,2,"Stop, unless it is unsafe to do so.",conflict_queue
vg_37c7dde2df95,131,974,2,"Stop, unless it is not safe.",conflict_queue
vg_19563035255b,135,135,1,"Yield to traffic coming from the right, or already on the roundabout.",conflict_queue
vg_19563035255b,135,1148,1,Yield to traffic coming from the right.,conflict_queue
vg_623bac15a71f,160,160,2,The cyclist intends to go straight on.,conflict_queue
vg_623bac15a71f,160,232,0,The cyclist intends to move out or turn right.,conflict_queue
vg_623bac15a71f,160,233,1,The cyclist intends to slow down or stop.,conflict_queue
vg_623bac15a71f,160,234,1,The cyclist intends to turn right.,conflict_queue
vg_623bac15a71f,160,235,1,The driver intends to proceed straight ahead.,conflict_queue
vg_623bac15a71f,160,911,3,The cyclist intends to turn left.,conflict_queue
vg_623bac15a71f,160,912,2,The driver intends to turn left.,conflict_queue
vg_623bac15a71f,160,913,1,The driver intends to move out or turn right.,conflict_queue
vg_623bac15a71f,160,915,3,The driver intends to slow down or stop.,conflict_queue
vg_623bac15a71f,160,916,1,The driver intends to turn right.,conflict_queue
vg_623bac15a71f,160,917,2,The driver intends to move straight ahead.,conflict_queue
vg_560b22622bdd,198,198,1,Under no circumstances should a tax disc be transferred to another vehicle.,conflict_queue
vg_560b22622bdd,198,521,1,No. Tax discs are not transferable.,conflict_queue
vg_e2aa0d6aea1a,208,208,2,The driver must allow the cyclist to proceed.,conflict_queue
vg_e2aa0d6aea1a,208,254,0,There may be a car hidden from view in front of the bus.,conflict_queue
vg_e2aa0d6aea1a,208,268,2,Animals could suddenly appear on the road ahead.,conflict_queue
vg_e2aa0d6aea1a,208,698,0,The car driver must allow the motorcycle to proceed.,conflict_queue
vg_e2aa0d6aea1a,208,734,1,A dangerous right-hand bend ahead.,conflict_queue
vg_e2aa0d6aea1a,208,958,0,Pedestrians may leave the traffic island without paying attention.,conflict_queue
vg_e2aa0d6aea1a,208,965,0,The cyclist will move onto the roadway without paying attention to moving traffic.,conflict_queue
vg_e2aa0d6aea1a,208,987,0,Oncoming traffic may cut the corner.,conflict_queue
vg_e2aa0d6aea1a,208,990,1,Children may unexpectedly run out from between parked cars.,conflict_queue
vg_8c907ce02abe,226,226,0,Proceed with caution.,conflict_queue
vg_8c907ce02abe,226,227,2,Stop before or at the sign.,conflict_queue
vg_b6f33acf4f68,242,242,2,No U-turn allowed.,conflict_queue
vg_b6f33acf4f68,242,243,2,Vehicles may not cross or straddle the line.,conflict_queue
vg_b6f33acf4f68,242,815,2,Vehicles may not cross or straddle the line.,conflict_queue
vg_b6f33acf4f68,242,816,0,No U-turn allowed.,conflict_queue
vg_b6f33acf4f68,242,968,0,A driver may straddle or cross the broken line in order to avoid an obstruction or to overtake.,conflict_queue
vg_fff81050e638,248,248,1,There may be a slow-moving vehicle in your lane.,conflict_queue
vg_fff81050e638,248,249,0,A vehicle may have broken down.,conflict_queue
vg_fff81050e638,248,250,3,An oncoming vehicle may be straddling part of your lane.,conflict_queue
vg_fff81050e638,248,251,0,There may be oncoming pedestrians.,conflict_queue
vg_fff81050e638,248,252,0,There may be livestock on the road.,conflict_queue
vg_fff81050e638,248,716,3,There may be a slow moving vehicle in your lane.,conflict_queue
vg_fff81050e638,248,718,0,There may be oncoming pedestrians.,conflict_queue
vg_fff81050e638,248,719,0,There may be livestock on the road.,conflict_queue
vg_fff81050e638,248,720,0,There may be hedge-cutting taking place.,conflict_queue
vg_8283188ef0e4,256,256,2,1.6 millimetres,conflict_queue
vg_8283188ef0e4,256,844,2,1.6 millimetres.,conflict_queue
vg_8283188ef0e4,256,1295,1,1.6 millimeters.,conflict_queue
vg_2e4139f07162,262,262,1,Take care when moving damaged vehicles and make every effort to warn other traffic.,conflict_queue
vg_2e4139f07162,262,1178,0,Mark the position of the vehicles and move them off the road.,conflict_queue
vg_5a797debf9b1,266,266,1,Try to keep the person warm with a blanket or overcoat.,conflict_queue
vg_5a797debf9b1,266,1183,3,Loosen tight clothing around the neck and keep the person warm with a blanket or overcoat.,conflict_queue
vg_837ebc0a1f3d,268,268,2,Animals could suddenly appear on the road ahead.,conflict_queue
vg_837ebc0a1f3d,268,987,0,Oncoming traffic may cut the corner.,conflict_queue
vg_bce512f5f8ad,269,269,2,Keep well clear and call the emergency services.,conflict_queue
vg_bce512f5f8ad,269,1189,2,Keep well clear and raise the alarm.,conflict_queue
vg_e1a07efb7d97,273,273,1,It would reduce the driver's ability to control the vehicle.,conflict_queue
vg_e1a07efb7d97,273,1193,1,It would reduce the drivers ability to control the vehicle.,conflict_queue
vg_cf2d8270247e,274,274,0,It could make the vehicle unstable while turning.,conflict_queue
vg_cf2d8270247e,274,1194,0,It could make the vehicle unstable while turning a corner or braking.,conflict_queue
vg_80e9af25028b,276,276,1,Daily before driving.,conflict_queue
vg_80e9af25028b,276,1195,3,Regularly.,conflict_queue
vg_eaed7bba4447,280,280,2,"No, it is never permitted to be driven.",conflict_queue
vg_eaed7bba4447,280,1199,3,"No, the driver is never permitted to be driven.",conflict_queue
vg_01e6477d8d2b,281,281,2,Stop and check the problem.,conflict_queue
vg_01e6477d8d2b,281,282,1,Stop and investigate the cause.,conflict_queue
vg_d1479ffb3d5c,293,293,1,Fuel consumption.,conflict_queue
vg_d1479ffb3d5c,293,1228,1,Braking ability.,conflict_queue
vg_d1479ffb3d5c,293,1242,1,Steering.,conflict_queue
vg_548f28fb4370,301,301,2,Seatbelts.,conflict_queue
vg_548f28fb4370,301,1198,1,Headlights.,conflict_queue
vg_659d16c1fd66,302,302,3,Have extended mirrors fitted to the towing vehicle.,conflict_queue
vg_659d16c1fd66,302,335,1,Have extended mirrors fitted to the towing vehicle.,conflict_queue
vg_659d16c1fd66,302,1256,2,Have extended mirrors fitted to the towing vehicle and use them regularly.,conflict_queue
vg_c3522cb1b12a,304,304,1,It can seriously reduce visibility.,conflict_queue
vg_c3522cb1b12a,304,332,1,It can seriously reduce visibility.,conflict_queue
vg_c3522cb1b12a,304,1259,0,It can create a mirror effect and reduce visibility.,conflict_queue
vg_81ccdfa5851d,311,311,2,That the load is evenly spread.,conflict_queue
vg_81ccdfa5851d,311,312,1,That the trailer coupling is attached securely.,conflict_queue
vg_81ccdfa5851d,311,729,2,That the load is evenly spread.,conflict_queue
vg_81ccdfa5851d,311,1287,2,That the trailer coupling is attached securely.,conflict_queue
vg_2e7f8ee1f900,314,314,0,When the vehicle has broken down.,conflict_queue
vg_2e7f8ee1f900,314,315,1,When causing an unavoidable obstruction.,conflict_queue
vg_2e7f8ee1f900,314,316,2,When broken down and causing an obstruction.,conflict_queue
vg_2e7f8ee1f900,314,840,1,When the vehicle has broken down.,conflict_queue
vg_2e7f8ee1f900,314,1293,2,When the vehicle has broken down.,conflict_queue
vg_efb76b1da83f,315,315,1,When causing an unavoidable obstruction.,conflict_queue
vg_efb76b1da83f,315,316,2,When broken down and causing an obstruction.,conflict_queue
vg_efb76b1da83f,315,1293,2,When the vehicle has broken down.,conflict_queue
vg_de63b8fd11cb,321,321,2,Have the wiper blades replaced as soon as possible.,conflict_queue
vg_de63b8fd11cb,321,859,0,Have the blades replaced as soon as possible.,conflict_queue
vg_a5730ae5a468,322,322,0,Use a roadside phone to contact Gardaí and never try to carry out repairs yourself.,conflict_queue
vg_a5730ae5a468,322,331,0,Move the vehicle to the hard shoulder.,conflict_queue
vg_de88a0a494d9,324,324,1,The passenger only.,conflict_queue
vg_de88a0a494d9,324,325,0,The driver only.,conflict_queue
vg_de88a0a494d9,324,786,1,The passengers only.,conflict_queue
vg_de88a0a494d9,324,1307,2,The driver.,conflict_queue
vg_27d184bd3ed3,330,330,0,When the vehicle has broken down.,conflict_queue
vg_27d184bd3ed3,330,767,1,When slowing down quickly because of danger ahead.,conflict_queue
